,0,1,2,3,4,5
0,-0.014567567395549236,0.029096239192225037,0.7672691130177516,-0.05379189287115804,0.7453058683771541,0.7379502459360925
1,-0.06575053374905554,-0.13190641588670304,0.7753622560779694,0.2111189655911997,0.7799740254755616,0.7768343279735137
2,-0.002024553750418656,-0.03896093328907213,0.7701863915483229,0.013090709142922652,0.7161375362433524,0.3932908068365968
3,-0.0032667952231577313,-0.005749430660183408,0.7576098213958249,-0.015250443984890172,0.739642192075596,-0.7149663569700511
4,-0.019353141598152573,-0.08439334208523142,0.7284934776438061,0.09055335448750035,0.7746974086486769,-0.584861841178399
5,-0.012030197133922033,-0.2322253055556085,0.7674057561553274,0.299532479414496,0.7609698305303232,0.08523916915752316
6,-0.006738580813600958,0.13761896547953323,0.7775181805252676,-0.31042274709880396,0.7772135739015054,-0.6023991576823716
7,-0.04542307981179938,0.04701610709197479,0.7777870428752156,-0.10247823447024262,0.7442917031883465,-0.0010191356051260092
8,-0.019351398542611115,-0.2030177627428712,0.7703916285994039,0.23071860781949982,0.7552524546251238,-0.0554864023998598
9,-0.002376377999740442,0.047597019479145186,0.751202139217759,-0.018567353918574447,0.7466159753202164,-0.3789679427031941
10,-0.01177198497147397,0.0810436140265729,0.7795792994060287,-0.041252361897448186,0.7559282721634519,0.5920585016585314
11,-0.03501068784820613,0.26485881740991624,0.7823492156663907,-0.3978282851777502,0.7702223075574517,-0.3446630442120538
12,-0.052935382505815254,-0.025396538945566483,0.7609014626127186,0.07432915041565336,0.7844259023549065,-0.320185009953748
13,-0.017707394240326163,-0.0002865877491101676,0.7564797589778567,0.0013272306857399219,0.7782517150026971,0.08614631812493856
14,-0.03395072915936603,0.06931310828080162,0.7788497058606567,-0.041205208239080915,0.7776616715361535,-0.5394650924135469
15,-0.0218926871769434,0.22273390785917413,0.7660544897654955,-0.29364621867527624,0.7610278160036874,-0.6788521986302731
16,-0.008769131256690488,0.18889830866533575,0.7516068048709759,-0.28468391408729465,0.771434072911565,0.2949263441736305
17,-0.008343139633455371,4.773288298365319e-05,0.741170610488519,0.026334548728482843,0.7617221696791272,-0.7574018182880934
18,-0.013179905074090698,-0.006516413249365582,0.7661899648354755,0.07963215378327637,0.7583858522795512,0.11384639425777465
19,-0.012771815572982265,-0.1133027606166509,0.7454932722808418,0.13831604506491835,0.7835174095023063,0.6527254442590917
20,-0.0036876496941928294,0.11773423251742987,0.7766046204051038,-0.17086427813418403,0.7605352659550286,-0.029687272261051945
21,-0.0060121198735735015,0.04021747367835615,0.772946336243443,-0.0015878860664657601,0.744090155170368,0.40639288744829405
22,-0.015390585971524401,0.0033661015763967184,0.7636785655536109,-0.00488778441866311,0.7823090548427944,-0.41449100239663095
23,-0.014142715858043081,0.09212772791889146,0.780171795336529,-0.12771993769181011,0.7790075605229956,-0.48751535607353835
24,-0.01244971213076454,0.07465194192441948,0.7645847143039048,-0.08864450266136437,0.7464976433488371,-0.21617391594726376
25,-0.05495460848174602,0.04322206742767931,0.7627382248361776,-0.0012141936353984306,0.7795563213600409,0.135397870559404
26,-0.015580677873516746,0.04247268833884754,0.7508525147672549,-0.050322555061912855,0.7701876246243917,-0.28998064104318855
27,-0.04293368322713498,-0.0030003569663158425,0.7528887377151077,-0.06004130797141627,0.7818210617913748,0.7156722991725852
28,-0.020695898758585324,-0.030968541299041363,0.7579821344766988,-0.04998691571115965,0.7648487090007381,-0.23546606081657984
29,-0.0246779530807128,0.1145864774648293,0.7821496412683531,-0.25797318781073153,0.7652911235096143,0.7434863227153965
30,-0.009488480172190533,-0.12599901127863844,0.7517197080907074,0.10065282490895688,0.7633064189920338,-0.268214843623625
31,-0.004034235349094251,0.12289596591416296,0.7310516342699329,-0.08603267558817096,0.7755965629906478,-0.22823147174194558
32,-0.03267823914906734,-0.1890418411445458,0.7759838500372247,0.27431446267620574,0.7841673672697376,-0.3360960467947506
