0,0,0,0,0,0,0,0
-8,3,7,-4,13,-7,-18,-7
20,0,-23,-4,-3,-6,-30,38
11,5,-1,-2,-32,0,9,-37
18,5,-11,1,-37,-14,31,-45
18,11,-20,-15,-35,-14,-34,-27
16,22,-20,-38,-35,-14,-14,-9
16,30,-20,-39,-34,-14,-7,-19
16,21,-1,-20,-37,-13,36,-39
16,35,-4,-40,-36,-10,20,-20
