,0,1,2,3,4,5,6,7
0,0.29303753245791686,-0.11695333832815491,0.5319151798000374,0.24954990325257076,0.3694372548323239,0.08288068651382208,0.43906833471455364,-0.44159775381456096
1,0.5940245144330716,0.20282857754142936,0.2538636380316477,-0.3743993448498535,0.1695696226497737,0.3396419969226736,0.6424965701160077,-0.4316957464614878
2,0.2208528495446287,0.17721196345464785,0.7578913131456271,-0.0778116788767893,0.6166526362513194,-0.2661265266994314,0.015908791850161808,0.5139369377214316
3,0.7683905074982582,-0.26780876245791474,0.4905359139922272,0.09988136633347644,0.07670225437462175,0.7108731641336841,0.2989331445433887,-0.6686501314973011
4,-0.0796730981220185,0.5286533314283173,0.5492227651238795,-0.4081556271733684,0.6582471470533395,-0.2171736466478038,0.4828612382800246,-0.49698197891795615
5,0.5132686226787875,0.1551352388372691,0.5375431687303802,-0.21743025630367396,0.18202708956357694,-0.3880877063322902,0.3172919769040341,0.44494712510077616
6,0.6105444692862647,-0.6774844566507502,-0.005593311430189041,0.4897574047850397,0.4371665500922297,0.09457001684092425,0.5893240045260126,0.6992287847847849
7,0.14654651796584695,0.12032702222362734,0.694390281434619,-0.27623584046363925,0.5941183042825555,0.11859646179242567,0.1819510488496645,0.5208554689470342
8,0.70632201416418,-0.27620879911953,-0.18248761694533944,-0.6059954377328406,0.3441430818335085,0.7450727094366532,0.7640390823022085,0.7443205183628645
9,0.6781292057695085,0.012979778850500612,0.6490538052606873,0.10652280263860836,0.5555811775933894,-0.020079469465690947,-0.2865752119429444,-0.26058182220323123
10,0.78459674721434,-0.20287644679230832,0.3740526569200553,0.5078124460237365,0.40144627211168693,-0.7818783944026066,0.09518443008911814,0.5514577122816664
11,-0.6766235783869772,0.5037595259159973,0.7605101470775457,-0.35294244023092025,0.7685763679693394,-0.1642887229292469,0.728765715934774,0.24548185870736283
12,0.6824323332331961,-0.45708525362509034,0.5614635100705923,0.5196535485527369,0.3393876933154416,0.3745730557399958,0.1541793860561006,0.22603009194596546
13,0.31173971733536265,-0.6424534200032205,0.6662213558850902,0.5971086457368813,0.69439097471239,0.38928485585749417,0.051154254623212436,-0.1885772491977381
14,0.7688488937101781,0.19212501251527114,0.4996327851610214,0.06402091341951788,-0.36750009673445067,-0.18607134189761398,0.6411297721875948,-0.4533694750331709
15,0.6595382362741964,0.09656326886809696,0.458087836203388,-0.31703318155076765,0.5137875947118347,0.2628875100440522,-0.011716151795995944,-0.3530395194877616
